71;9;bbbbbb
71;10;bbbbbb
71;11;bbbbbb
71;12;bbbbbb
71;13;bbbbbb
71;14;bbbbbb
71;15;bbbbbb
72;0;9d804f
72;1;9d804f
73;0;856b6b
74;0;856b6b
75;0;5d3e26
75;1;5d3e26
75;2;5d3e26
75;3;5d3e26
75;4;5d3e26
75;5;5d3e26
75;6;5d3e26
75;7;5d3e26
75;8;5d3e26
75;9;5d3e26
75;10;5d3e26
75;11;5d3e26
75;12;5d3e26
75;13;5d3e26
75;14;5d3e26
75;15;5d3e26
76;0;a84b29
76;1;a84b29
76;2;a84b29
76;3;a84b29
76;4;a84b29
76;5;a84b29
76;6;a84b29
76;7;a84b29
76;8;a84b29
76;9;a84b29
76;10;a84b29
76;11;a84b29
76;12;a84b29
76;13;a84b29
76;14;a84b29
76;15;a84b29
77;0;7d7d7d
77;1;7d7d7d
77;2;7d7d7d
77;3;7d7d7d
77;4;7d7d7d
77;5;7d7d7d
78;0;f0fcfc
78;1;f0fcfc
78;2;f0fcfc
78;3;f0fcfc
78;4;f0fcfc
78;5;f0fcfc
78;6;f0fcfc
78;7;f0fcfc
79;0;7eae00
80;0;f0fcfc
81;0;0d6418
81;1;0d6418
81;2;0d6418
81;3;0d6418
81;4;0d6418
81;5;0d6418
81;6;0d6418
81;7;0d6418
81;8;0d6418
81;9;0d6418
81;10;0d6418
81;11;0d6418
81;12;0d6418
81;13;0d6418
81;14;0d6418
81;15;0d6418
82;0;9fa5b1
83;0;95c165
83;1;95c165
83;2;95c165
83;3;95c165
83;4;95c165
83;5;95c165
83;6;95c165
83;7;95c165
83;8;95c165
83;9;95c165
83;10;95c165
83;11;95c165
83;12;95c165
83;13;95c165
83;14;95c165
83;15;95c165
84;0;6b4937
85;0;9d804f
86;0;c17615
86;1;c17615
86;2;c17615
86;3;c17615
87;0;6f3634
88;0;544033
89;0;907645
90;0;570ac0
91;0;c17615
91;1;c17615
91;2;c17615
91;3;c17615
92;0;e5cecf
92;1;e5cecf
92;2;e5cecf
92;3;e5cecf
92;4;e5cecf
92;5;e5cecf
92;6;e5cecf
92;7;e5cecf
92;8;e5cecf
92;9;e5cecf
92;10;e5cecf
92;11;e5cecf
92;12;e5cecf
92;13;e5cecf
92;14;e5cecf
92;15;e5cecf
93;0;979393
93;1;979393
93;2;979393
93;3;979393
93;4;979393
93;5;979393
93;6;979393
93;7;979393
93;8;979393
93;9;979393
93;10;979393
93;11;979393
93;12;979393
93;13;979393
93;14;979393
93;15;979393
94;0;a19393
94;1;a19393
94;2;a19393
94;3;a19393
94;4;a19393
94;5;a19393
94;6;a19393
94;7;a19393
94;8;a19393
94;9;a19393
94;10;a19393
94;11;a19393
94;12;a19393
94;13;a19393
94;14;a19393
94;15;a19393
95;0;1010100
95;1;d88032
95;2;b24bd8
95;3;324bb2
95;4;e6e632
95;5;80cd19
95;6;f380a5
95;7;4b4b4b
95;8;999999
95;9;4b8099
95;10;803fb2
95;11;324bb2
95;12;674b32
95;13;678032
95;14;993232
95;15;191919
96;0;7f5d2d
96;1;7f5d2d
96;2;7f5d2d
96;3;7f5d2d
96;4;7f5d2d
96;5;7f5d2d
96;6;7f5d2d
96;7;7f5d2d
96;8;7f5d2d
96;9;7f5d2d
96;10;7f5d2d
96;11;7f5d2d
96;12;7f5d2d
96;13;7f5d2d
96;14;7f5d2d
96;15;7f5d2d
97;0;7d7d7d
97;1;7b7b7b
97;2;7a7a7a
97;3;73776a
97;4;777777
97;5;777777
98;0;7a7a7a
98;1;73776a
98;2;777777
98;3;777777
99;1;8e6b53
99;2;8e6b53
99;3;8e6b53
99;4;8e6b53
99;5;8e6b53
99;6;8e6b53
99;7;8e6b53
99;8;8e6b53
99;9;8e6b53
100;1;b72624
100;2;b72624
100;3;b72624
100;4;b72624
100;5;b72624
100;6;b72624
100;7;b72624
100;8;b72624
100;9;b72624
99;10;cbab79
100;10;cbab79
101;0;6e6c6a
102;0;daf1f5
103;0;979a24
104;0;0d6700
104;1;0d6700
104;2;0d6700
104;3;0d6700
104;4;0d6700
104;5;0d6700
104;6;0d6700
104;7;0d6700
105;0;0d6700
105;1;0d6700
105;2;0d6700
105;3;0d6700
105;4;0d6700
105;5;0d6700
105;6;0d6700
105;7;0d6700
106;0;0a5300
106;1;0a5300
106;2;0a5300
106;3;0a5300
106;4;0a5300
106;5;0a5300
106;6;0a5300
106;7;0a5300
106;8;0a5300
106;9;0a5300
106;10;0a5300
106;11;0a5300
106;12;0a5300
106;13;0a5300
106;14;0a5300
106;15;0a5300
107;0;9d804f
107;1;9d804f
107;2;9d804f
107;3;9d804f
107;4;9d804f
107;5;9d804f
107;6;9d804f
107;7;9d804f
107;8;9d804f
107;9;9d804f
107;10;9d804f
107;11;9d804f
107;12;9d804f
107;13;9d804f
107;14;9d804f
107;15;9d804f
108;0;936457
108;1;936457
108;2;936457
108;3;936457
108;4;936457
108;5;936457
108;6;936457
108;7;936457
108;8;936457
108;9;936457
108;10;936457
108;11;936457
108;12;936457
108;13;936457
108;14;936457
108;15;936457
109;0;7a7a7a
109;1;7a7a7a
109;2;7a7a7a
109;3;7a7a7a
109;4;7a7a7a
109;5;7a7a7a
109;6;7a7a7a
109;7;7a7a7a
109;8;7a7a7a
109;9;7a7a7a
109;10;7a7a7a
109;11;7a7a7a
109;12;7a7a7a
109;13;7a7a7a
109;14;7a7a7a
109;15;7a7a7a
110;0;6f6469
111;0;0b5800
112;0;2c161a
113;0;2c161a
114;0;2c161a
114;1;2c161a
114;2;2c161a
114;3;2c161a
114;4;2c161a
114;5;2c161a
114;6;2c161a
114;7;2c161a
114;8;2c161a
114;9;2c161a
114;10;2c161a
114;11;2c161a
114;12;2c161a
114;13;2c161a
114;14;2c161a
114;15;2c161a
115;0;701211
115;1;701211
115;2;701211
115;3;701211
115;4;701211
115;5;701211
115;6;701211
115;7;701211
115;8;701211
115;9;701211
115;10;701211
115;11;701211
115;12;701211
115;13;701211
115;14;701211
115;15;701211
116;0;68403b
117;0;6b6b6b
118;0;474747
118;1;2e43f5
118;2;2e43f5
118;3;2e43f5
119;0;000000
120;0;597560
120;1;597560
120;2;597560
120;3;597560
120;4;597560
120;5;597560
120;6;597560
120;7;597560
120;8;597560
120;9;597560
120;10;597560
120;11;597560
120;12;597560
120;13;597560
120;14;597560
120;15;597560
121;0;dee0a5
122;0;0c090f
123;0;462b1a
124;0;775937
125;0;9d804f
125;1;684e2e
125;2;c4b47b
125;3;9a6e4d
125;4;aa5c33
125;5;3d2712
126;0;9d804f
126;8;9d804f
126;1;684e2e
126;9;684e2e
126;2;c4b47b
126;10;c4b47b
126;3;9a6e4d
126;11;9a6e4d
126;4;9a6e4d
126;12;9a6e4d
126;5;3d2712
126;13;3d2712
127;0;92511e
127;1;92511e
127;2;92511e
128;0;dbd39f
128;1;dbd39f
128;2;dbd39f
128;3;dbd39f
128;4;dbd39f
128;5;dbd39f
128;6;dbd39f
128;7;dbd39f
128;8;dbd39f
128;9;dbd39f
128;10;dbd39f
128;11;dbd39f
128;12;dbd39f
128;13;dbd39f
128;14;dbd39f
128;15;dbd39f
129;0;6e8174
130;0;14121d
130;1;14121d
130;2;14121d
130;3;14121d
130;4;14121d
130;5;14121d
131;0;8b8171
131;1;8b8171
131;2;8b8171
131;3;8b8171
131;4;8b8171
131;5;8b8171
131;6;8b8171
131;7;8b8171
131;8;8b8171
131;9;8b8171
131;10;8b8171
131;11;8b8171
131;12;8b8171
131;13;8b8171
131;14;8b8171
131;15;8b8171
132;0;818181
132;1;818181
132;2;818181
132;3;818181
132;4;818181
132;5;818181
132;6;818181
132;7;818181
132;8;818181
132;9;818181
132;10;818181
132;11;818181
132;12;818181
132;13;818181
132;14;818181
132;15;818181
133;0;51da75
134;0;684e2e
134;1;684e2e
134;2;684e2e
134;3;684e2e
134;4;684e2e
134;5;684e2e
134;6;684e2e
134;7;684e2e
134;8;684e2e
134;9;684e2e
134;10;684e2e
134;11;684e2e
134;12;684e2e
134;13;684e2e
134;14;684e2e
134;15;684e2e
135;0;c4b47b
135;1;c4b47b
135;2;c4b47b
135;3;c4b47b
135;4;c4b47b
135;5;c4b47b
135;6;c4b47b
135;7;c4b47b
135;8;c4b47b
135;9;c4b47b
135;10;c4b47b
135;11;c4b47b
135;12;c4b47b
135;13;c4b47b
135;14;c4b47b
135;15;c4b47b
136;0;9a6e4d
136;1;9a6e4d
136;2;9a6e4d
136;3;9a6e4d
136;4;9a6e4d
136;5;9a6e4d
136;6;9a6e4d
136;7;9a6e4d
136;8;9a6e4d
136;9;9a6e4d
136;10;9a6e4d
136;11;9a6e4d
136;12;9a6e4d
136;13;9a6e4d
136;14;9a6e4d
136;15;9a6e4d
137;0;a47f6c
137;1;a47f6c
137;2;a47f6c
137;3;a47f6c
137;4;a47f6c
137;5;a47f6c
137;6;a47f6c
137;7;a47f6c
137;8;a47f6c
137;9;a47f6c
137;10;a47f6c
137;11;a47f6c
137;12;a47f6c
137;13;a47f6c
137;14;a47f6c
137;15;a47f6c
138;0;75ded8
139;0;7b7b7b
139;1;687968
140;0;774233
140;1;774233
140;2;774233
140;3;774233
140;4;774233
140;5;774233
140;6;774233
140;7;774233
140;8;774233
140;9;774233
140;10;774233
140;11;774233
140;12;774233
140;13;774233
140;14;774233
140;15;774233
141;0;158002
141;1;158002
141;2;158002
141;3;158002
141;4;158002
141;5;158002
141;6;158002
141;7;158002
141;8;158002
141;9;158002
141;10;158002
141;11;158002
141;12;158002
141;13;158002
141;14;158002
141;15;158002
142;0;22ab24
142;1;22ab24
142;2;22ab24
142;3;22ab24
142;4;22ab24
142;5;22ab24
142;6;22ab24
142;7;22ab24
142;8;22ab24
142;9;22ab24
142;10;22ab24
142;11;22ab24
142;12;22ab24
142;13;22ab24
142;14;22ab24
142;15;22ab24
143;0;9d804f
143;1;9d804f
143;2;9d804f
143;3;9d804f
143;4;9d804f
143;5;9d804f
144;0;e1ddc9
144;1;e1ddc9
144;2;e1ddc9
144;3;e1ddc9
144;4;e1ddc9
144;5;e1ddc9
144;6;e1ddc9
144;7;e1ddc9
144;8;e1ddc9
144;9;e1ddc9
144;10;e1ddc9
144;11;e1ddc9
144;12;e1ddc9
144;13;e1ddc9
144;14;e1ddc9
144;15;e1ddc9
145;0;404040
145;1;404040
145;2;404040
145;3;404040
145;4;404040
145;5;404040
145;6;404040
145;7;404040
145;8;404040
145;9;404040
145;10;404040
145;11;404040
145;12;404040
145;13;404040
145;14;404040
145;15;404040
146;0;9d804f
146;1;9d804f
146;2;9d804f
146;3;9d804f
146;4;9d804f
146;5;9d804f
147;0;faed4e
147;1;faed4e
148;0;dcdcdc
148;1;dcdcdc
149;0;9c9796
149;1;9c9796
149;2;9c9796
149;3;9c9796
149;4;9c9796
149;5;9c9796
149;6;9c9796
149;7;9c9796
149;8;9c9796
149;9;9c9796
149;10;9c9796
149;11;9c9796
149;12;9c9796
149;13;9c9796
149;14;9c9796
149;15;9c9796
150;0;a69594
150;1;a69594
150;2;a69594
150;3;a69594
150;4;a69594
150;5;a69594
150;6;a69594
150;7;a69594
150;8;a69594
150;9;a69594
150;10;a69594
150;11;a69594
150;12;a69594
150;13;a69594
150;14;a69594
150;15;a69594
151;0;83745e
152;0;ac1b09
153;0;7d5450
154;0;383838
154;2;383838
154;3;383838
154;4;383838
154;5;383838
155;0;e8e5dc
155;1;e8e4dc
155;2;e9e6de
155;3;e8e4dc
155;4;e8e4dc
156;0;e8e5dc
156;1;e8e5dc
156;2;e8e5dc
156;3;e8e5dc
156;4;e8e5dc
156;5;e8e5dc
156;6;e8e5dc
156;7;e8e5dc
156;8;e8e5dc
156;9;e8e5dc
156;10;e8e5dc
156;11;e8e5dc
156;12;e8e5dc
156;13;e8e5dc
156;14;e8e5dc
156;15;e8e5dc
157;0;685347
157;1;685347
157;2;685347
157;3;685347
157;4;685347
157;5;685347
157;8;8e5146
157;9;8e5146
157;10;8e5146
157;11;8e5146
157;12;8e5146
157;13;8e5146
158;0;575757
158;1;575757
158;2;575757
158;3;575757
158;4;575757
158;5;575757
159;0;d2b2a1
159;1;a25425
159;2;96586d
159;3;4a3b5b
159;4;bb8523
159;5;677635
159;6;a24e4e
159;7;3a2a23
159;8;876b61
159;9;575b5b
159;10;764656
159;11;4a3b5b
159;12;4d3323
159;13;4c532a
159;14;8f3d2f
159;15;251610
160;0;1010100
160;1;d88032
160;2;b24bd8
160;3;324bb2
160;4;e6e632
160;5;80cd19
160;6;f380a5
160;7;4b4b4b
160;8;999999
160;9;4b8099
160;10;803fb2
160;11;324bb2
160;12;674b32
160;13;678032
160;14;993232
160;15;191919
161;0;0d6500
161;4;0d6500
161;8;0d6500
161;12;0d6500
161;1;0d6500
161;5;0d6500
161;9;0d6500
161;13;0d6500
162;0;9a5b40
162;4;9a5b40
162;8;9a5b40
162;12;9a5b40
162;1;4e3e29
162;5;4e3e29
162;9;4e3e29
162;13;4e3e29
163;0;aa5c33
163;1;aa5c33
163;2;aa5c33
163;3;aa5c33
163;4;aa5c33
163;5;aa5c33
163;6;aa5c33
163;7;aa5c33
163;8;aa5c33
163;9;aa5c33
163;10;aa5c33
163;11;aa5c33
163;12;aa5c33
163;13;aa5c33
163;14;aa5c33
163;15;aa5c33
164;0;3d2712
164;1;3d2712
164;2;3d2712
164;3;3d2712
164;4;3d2712
164;5;3d2712
164;6;3d2712
164;7;3d2712
164;8;3d2712
164;9;3d2712
164;10;3d2712
164;11;3d2712
164;12;3d2712
164;13;3d2712
164;14;3d2712
164;15;3d2712
165;0;79c865
166;0;000000
167;0;c8c8c8
167;1;c8c8c8
167;2;c8c8c8
167;3;c8c8c8
167;4;c8c8c8
167;5;c8c8c8
167;6;c8c8c8
167;7;c8c8c8
167;8;c8c8c8
167;9;c8c8c8
167;10;c8c8c8
167;11;c8c8c8
167;12;c8c8c8
167;13;c8c8c8
167;14;c8c8c8
167;15;c8c8c8
168;0;64988e
168;1;64a08f
168;2;3c574b
169;0;acc8be
170;0;a98c10
170;1;9e7512
170;2;9e7512
171;0;eaeded
171;1;f17613
171;2;be45b4
171;3;35399e
171;4;f9c627
171;5;70b919
171;6;ee8dad
171;7;3e4447
171;8;8e8e87
171;9;158a91
171;10;7a2aad
171;11;35399e
171;12;724728
171;13;556d1b
171;14;a12722
171;15;141519
172;0;975d43
173;0;121212
174;0;a5c3f6
175;0;ebc621
175;1;ebc621
175;2;ebc621
175;3;ebc621
175;4;ebc621
175;5;ebc621
175;6;ebc621
175;7;ebc621
175;8;ebc621
175;9;ebc621
175;10;ebc621
175;11;ebc621
175;12;ebc621
175;13;ebc621
175;14;ebc621
175;15;ebc621
175;8;3d5754
176;0;eaeded
176;1;f17613
176;2;be45b4
176;3;35399e
176;4;f9c627
176;5;70b919
176;6;ee8dad
176;7;3e4447
176;8;8e8e87
176;9;158a91
176;10;7a2aad
176;11;35399e
176;12;724728
176;13;556d1b
176;14;a12722
176;15;141519
177;0;eaeded
177;1;f17613
177;2;be45b4
177;3;35399e
177;4;f9c627
177;5;70b919
177;6;ee8dad
177;7;3e4447
177;8;8e8e87
177;9;158a91
177;10;7a2aad
177;11;35399e
177;12;724728
177;13;556d1b
177;14;a12722
177;15;141519
178;0;6a6d70
179;0;a7551e
179;1;a7551e
179;2;a7551e
180;0;a7551e
180;1;a7551e
180;2;a7551e
180;3;a7551e
180;4;a7551e
180;5;a7551e
180;6;a7551e
180;7;a7551e
180;8;a7551e
180;9;a7551e
180;10;a7551e
180;11;a7551e
180;12;a7551e
180;13;a7551e
180;14;a7551e
180;15;a7551e
181;0;a7551e
182;0;a7551e
182;1;a7551e
183;0;684e2e
183;1;684e2e
183;2;684e2e
183;3;684e2e
183;4;684e2e
183;5;684e2e
183;6;684e2e
183;7;684e2e
184;0;c4b47b
184;1;c4b47b
184;2;c4b47b
184;3;c4b47b
184;4;c4b47b
184;5;c4b47b
184;6;c4b47b
184;7;c4b47b
185;0;9a6e4d
185;1;9a6e4d
185;2;9a6e4d
185;3;9a6e4d
185;4;9a6e4d
185;5;9a6e4d
185;6;9a6e4d
185;7;9a6e4d
186;0;aa5c33
186;1;aa5c33
186;2;aa5c33
186;3;aa5c33
186;4;aa5c33
186;5;aa5c33
186;6;aa5c33
186;7;aa5c33
187;0;3d2712
187;1;3d2712
187;2;3d2712
187;3;3d2712
187;4;3d2712
187;5;3d2712
187;6;3d2712
187;7;3d2712
188;0;684e2e
189;0;c4b47b
190;0;9a6e4d
191;0;aa5c33
192;0;3d2712
193;0;604b31
193;1;604b31
193;2;604b31
193;3;604b31
193;4;604b31
193;5;604b31
193;6;604b31
193;7;604b31
193;8;604b31
193;9;604b31
193;10;604b31
193;11;604b31
193;12;604b31
193;13;604b31
193;14;604b31
193;15;604b31
194;0;dad3b0
194;1;dad3b0
194;2;dad3b0
194;3;dad3b0
194;4;dad3b0
194;5;dad3b0
194;6;dad3b0
194;7;dad3b0
194;8;dad3b0
194;9;dad3b0
194;10;dad3b0
194;11;dad3b0
194;12;dad3b0
194;13;dad3b0
194;14;dad3b0
194;15;dad3b0
195;0;9d7354
195;1;9d7354
195;2;9d7354
195;3;9d7354
195;4;9d7354
195;5;9d7354
195;6;9d7354
195;7;9d7354
195;8;9d7354
195;9;9d7354
195;10;9d7354
195;11;9d7354
195;12;9d7354
195;13;9d7354
195;14;9d7354
195;15;9d7354
196;0;a15d3a
196;1;a15d3a
196;2;a15d3a
196;3;a15d3a
196;4;a15d3a
196;5;a15d3a
196;6;a15d3a
196;7;a15d3a
196;8;a15d3a
196;9;a15d3a
196;10;a15d3a
196;11;a15d3a
196;12;a15d3a
196;13;a15d3a
196;14;a15d3a
196;15;a15d3a
197;0;452f19
197;1;452f19
197;2;452f19
197;3;452f19
197;4;452f19
197;5;452f19
197;6;452f19
197;7;452f19
197;8;452f19
197;9;452f19
197;10;452f19
197;11;452f19
197;12;452f19
197;13;452f19
197;14;452f19
197;15;452f19
198;0;ddc6ce
198;1;ddc6ce
198;2;ddc6ce
198;3;ddc6ce
198;4;ddc6ce
198;5;ddc6ce
199;0;603c60
200;0;866886
201;0;a77aa7
202;0;aa7eaa
203;0;a77aa7
203;1;a77aa7
203;2;a77aa7
203;3;a77aa7
203;4;a77aa7
203;5;a77aa7
203;6;a77aa7
203;7;a77aa7
203;8;a77aa7
203;9;a77aa7
203;10;a77aa7
203;11;a77aa7
203;12;a77aa7
203;13;a77aa7
203;14;a77aa7
203;15;a77aa7
204;0;a77aa7
205;0;a77aa7
205;1;a77aa7
206;0;e2e7ab
207;0;517135
207;1;517135
207;2;517135
207;3;517135
208;0;967d47
209;0;000000
210;0;7a6aa3
210;1;7a6aa3
210;2;7a6aa3
210;3;7a6aa3
210;4;7a6aa3
210;5;7a6aa3
211;0;7f978d
211;1;7f978d
211;2;7f978d
211;3;7f978d
211;4;7f978d
211;5;7f978d
212;0;7eae00
212;1;7eae00
212;2;7eae00
212;3;7eae00
213;0;874219
214;0;750607
215;0;440406
216;0;cec9b2
216;1;e1ddc9
216;2;e1ddc9
217;0;000000
218;0;666666
218;1;666666
218;2;666666
218;3;666666
218;4;666666
218;5;666666
