status.region;Region
dialog.import_chunks_confirmation.options;Optionen
dialog.import_chunks_confirmation.options.offset;Offset
dialog.import_chunks_confirmation.options.overwrite;Existierende Chunks überschreiben
dialog.import_chunks_confirmation.options.selection_only;Nur auf Selektion anwenden
dialog.import_chunks_confirmation.options.y_offset;Y-Offset
dialog.import_chunks_confirmation.options.sections;Sektionen
dialog.import_chunks_confirmation.warning;Warnung: Der Import von Chunks ändert nicht den Inhalt von Kommandoblöcken.
dialog.export_chunks_confirmation.title;Chunks exportieren
dialog.export_chunks_confirmation.header_short;Diese Aktion exportiern eine unbekannte Anzahl von Chunks aus dieser Welt.
dialog.export_chunks_confirmation.header_verbose;Diese Aktion exportiert %d Chunks aus dieser Welt.
dialog.import_selection.title;Selektion von .csv importieren
dialog.import_selection.header;Diese Welt hat bereits eine Selektion.\nWie soll die neue Selektion importiert werden?
dialog.import_selection.overwrite;Überschreiben
dialog.import_selection.merge;Hinzufügen
dialog.filter_chunks.title;Chunks filtern
dialog.filter_chunks.filter.add.tooltip;Fügt unter dieser Kondition eine neue hinzu.
dialog.filter_chunks.filter.delete.tooltip;Löscht diese Kondition.
dialog.filter_chunks.filter.type.tooltip;Der Typ dieser Kondition.
dialog.filter_chunks.filter.operator.tooltip;Der Operator um meherer Konditionen miteinander zu verknüpfen.
dialog.filter_chunks.filter.comparator.tooltip;Der Komparator um den Wert aus einem Chunk mit diesem Wert zu vergleichen.
dialog.filter_chunks.select;Selektieren
dialog.filter_chunks.select.tooltip;Selektiert die betroffenen Chunks.
dialog.filter_chunks.export;Exportieren
dialog.filter_chunks.export.tooltip;Exportiert alle betroffenen Chunks in ein neues Verzeichnis.
dialog.filter_chunks.delete;Löschen
dialog.filter_chunks.delete.tooltip;Löscht alle betroffenen Chunks aus dieser Welt.
dialog.filter_chunks.selection_only;Nur auf Selektion anwenden
dialog.filter_chunks.overwrite_selection;Selektion überschreiben
dialog.filter_chunks.selection_radius;Selektionsradius
dialog.filter_chunks.tab_query;Query
dialog.filter_chunks.tab_script;Script
dialog.edit_overlays.title;Overlays editieren
dialog.edit_overlays.overlay_active.tooltip;Aktiv
dialog.edit_overlays.delete.tooltip;Löschen
dialog.edit_overlays.tab_presets;Overlays
dialog.edit_overlays.tab_script;Skript
dialog.edit_overlays.create_overlay;Overlay erstellen
dialog.change_nbt.title;NBT ändern
dialog.change_nbt.change;Ändern
dialog.change_nbt.change.tooltip;Ändert den Wert nur, wenn er existiert.
dialog.change_nbt.force;Erzwingen
dialog.change_nbt.force.tooltip;Erstellt den Wert, wenn er nicht existiert.
dialog.change_nbt.selection_only;Nur auf Selektion anwenden
dialog.change_nbt.selection_only.tooltip;Ob der Filter nur auf die Chunks einer bereits existierenden Selektion angewendet werden soll.
dialog.change_nbt_confirmation.title;NBT ändern
dialog.change_nbt_confirmation.header_short;Diese Aktion ändert Werte einer unbekannten Anzahl von Chunks in dieser Welt.
dialog.change_nbt.tab_query;Query
dialog.change_nbt.tab_script;Script
dialog.edit_nbt.title;Chunk editieren
dialog.edit_nbt.placeholder.loading;Lädt...
dialog.edit_nbt.placeholder.no_chunk_data;Keine Chunk-Daten gefunden
dialog.edit_nbt.placeholder.no_region_file;Region-Datei existiert nicht
dialog.edit_array.index;Index
dialog.edit_array.value;Wert
dialog.about.title;Info
dialog.about.header;Info: MCA Selector
dialog.about.version;Version:
dialog.about.version.unknown;Unbekannt
dialog.about.version.check;Suchen
dialog.about.version.checking;Sucht...
dialog.about.version.up_to_date;Nichts zu tun
dialog.about.version.error;Fehler
dialog.about.license;Lizenz:
dialog.about.copyright;Copyright:
dialog.about.source;Quellcode:
dialog.progress.no_files;Keine Dateien
dialog.progress.running;Läuft...
dialog.progress.cancelling;Abbrechen...
dialog.progress.collecting_data;Sammelt Daten...
dialog.progress.done;Fertig.
dialog.progress.scanning_files;Scanne Dateien...
dialog.progress.title.loading_world;Welt wird geladen...
dialog.progress.title.deleting_selection;Lösche Selektion
dialog.progress.title.creating_image;Erstelle Bild...
dialog.progress.title.saving_image;Speichere Bild...
dialog.progress.title.exporting_selection;Exportiere Selektion...
dialog.progress.title.importing_chunks;Importiere Chunks...
dialog.progress.title.deleting_filtered_chunks;Lösche gefilterte Chunks...
dialog.progress.title.exporting_filtered_chunks;Exportiere gefilterte Chunks...
dialog.progress.title.selecting_filtered_chunks;Selektiere gefilterte Chunks...
dialog.progress.title.changing_nbt_data;Ändere NBT-Daten...
dialog.progress.title.saving_chunk;Speichere Chunk...
dialog.progress.title.running_before;Führe before() aus...
dialog.progress.title.running_after;Führe after() aus...
dialog.progress.title.summing;Summiere...
dialog.error.button.copy_to_clipboard;In die Zwischenablage
dialog.error.title;Fehler
dialog.error.header;Fehler
dialog.error.copied_to_clipboard;In die Zwischenablage kopiert!
dialog.unsaved_selection.title;Ungespeicherte Selektion
dialog.unsaved_selection.header;Es gibt eine ungespeicherte Selektion.
dialog.unsaved_script.title;Ungespeichertes Skript
dialog.unsaved_script.header;Ein Skript ist nicht gespeichert.
dialog.request_number.title.array_length;Länge des Arrays
dialog.request_number.title.enter_number;Wert eingeben
button.cancel;Abbrechen
button.ok;OK
